Période;Valeur;Code;Type;Sous-type;Base;Population;Zone concernée;Code COICOP;Désignation COICOP;Série arrêtée;Référence INSEE
2022-12-01;118.99;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.2.2;Transport de passagers en taxi ou voiture de location avec chauffeur;Non;1764121
2022-12-01;113.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;08.1.0.9;Autres services postaux;Non;1764136
2022-12-01;59.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;08.2;Matériel de téléphonie et de télécopie;Non;1764137
2022-12-01;73.69;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.1.2;Appareils d'enregistrement et de reproduction du son et de l'image;Non;1764151
2022-12-01;111.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4.2.1;Cinéma, théâtre, concerts;Non;1764198
2022-12-01;105.84;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.1.3;Dictionnaires, encyclopédies, livres pratiques et autres;Non;1764210
2022-12-01;222.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Fioul domestique (1 000 litres);Non;1764286
2022-12-01;3.8;A;Indice d'inflation sous-jacente;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Services;Non;1768592
2022-12-01;0.3;A;Indice d'inflation sous-jacente;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble;Non;1768651
2022-12-01;111.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Ensemble des produits;Non;1769691
2022-12-01;116.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Autres produits alimentaires;Non;1769695
2022-12-01;132.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Énergie : Produits pétroliers;Non;1769749
2022-12-01;109.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Ensemble hors tabac;Non;1769759
2022-12-01;90.75;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Produits manufacturés : Produits de santé;Non;1769770
2022-12-01;5.9;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble;Non;1761313
2023-01-01;132.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;07.2;Dépenses d'utilisation des véhicules;Non;1763389
2023-01-01;103.58;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;09;Loisirs et culture;Non;1763395
2023-01-01;114.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.2.6;Abats comestibles;Non;1763434
2023-01-01;120.08;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3.6;Autres conserves ou préparations à base de poisson et de fruits de mer;Non;1763443
2023-01-01;126.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.4.1;Lait entier;Non;1763445
2023-01-01;125.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.7.6;Autres tubercules et produits issus de tubercules;Non;1763468
2023-01-01;108.05;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.2.1.2;Thés et infusions;Non;1763485
2023-01-01;114.85;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1;Boissons alcoolisées;Non;1763492
2023-01-01;116.99;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.3.2.2;Services d'électriciens;Non;1763538
2023-01-01;156.99;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5;Électricité, gaz et autres combustibles;Non;1763553
2023-01-01;159.32;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5.4;Combustibles solides;Non;1763561
2023-01-01;110.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.5.2;Petit outillage et accessoires divers;Non;1763609
2023-01-01;113.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.1.2.0;Motocycles;Non;1763647
2023-01-01;95.05;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.3.0.2;Service de téléphonie mobile;Non;1763695
2023-01-01;108.73;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.7;Autres services n.c.a.;Non;1763828
2023-01-01;122.41;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Alimentation y compris restaurants, cantines, cafés;Non;1763856
2023-01-01;114.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble;Non;1763866
2023-01-01;128.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.3;Mouton, agneau et chèvre;Non;1763881
2023-01-01;115.89;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.4.3;Lait longue conservation, en poudre ou concentré;Non;1763897
2023-01-01;117.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.7.3;Légumes secs, autres légumes en conserve ou transformés;Non;1763915
2023-01-01;212.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.2.1;Gaz naturel et gaz de ville;Non;1764006
2023-01-01;116.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.2.0.9;Autres articles de maison en textile;Non;1764032
2023-01-01;101.78;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.3;Appareils et matériel thérapeutiques;Non;1764076
2023-01-01;103.19;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.3.1;Optique médicale;Non;1764077
2023-01-01;143.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.2.1;Journaux;Non;1764213
2023-01-01;114.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.3.0;Imprimés divers;Non;1764216
2023-01-01;117.08;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11.1.1;Restaurants, cafés et établissements similaires;Non;1764232
2023-01-01;115.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.1.1;Coiffure pour hommes et enfants;Non;1764245
2023-01-01;112.57;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3;Effets personnels n.c.a.;Non;1764253
2023-01-01;102.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.7.0.2;Services juridiques et de comptabilité;Non;1764280
2023-01-01;5.0;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble hors énergie;Non;1768579
2023-01-01;7.1;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Énergie : Produits pétroliers;Non;1768662
2023-01-01;111.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Ensemble des produits;Non;1769691
2023-01-01;109.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services;Non;1769703
2023-01-01;151.67;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Tabac;Non;1769716
2023-01-01;90.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Produits manufacturés : Produits de santé;Non;1769770
2023-01-01;103.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Services : Transports;Non;1769785
2023-01-01;13.9;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Alimentation : Autres produits alimentaires;Non;1761328
2023-01-01;121.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Alimentation : Autres produits alimentaires;Non;1759965
2023-02-01;107.32;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;05.5;Outillage et autre matériel pour la maison et le jardin;Non;1763382
2023-02-01;139.89;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3.2;Poissons surgelés;Non;1763439
2023-02-01;173.58;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.7.1;Légumes frais, hors pommes de terre et autres tubercules;Non;1763463
2023-02-01;101.68;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.2.1;Vêtements pour hommes;Non;1763513
2023-02-01;99.36;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2.1.2;Chaussures pour femmes;Non;1763525
2023-02-01;114.04;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.2;Articles de ménage en textiles;Non;1763578
2023-02-01;117.78;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.2.0.9;Autres articles de maison en textile;Non;1763583
2023-02-01;103.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.5.1.1;Gros outillage et équipement motorisés;Non;1763607
2023-02-01;94.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;06;Santé;Non;1763620
2023-02-01;134.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.2.1;Transport de passagers par autobus et autocar;Non;1763671
2023-02-01;108.57;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.1.2.0;Cantines;Non;1763787
2023-02-01;116.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.2;Services d'hébergement;Non;1763788
2023-02-01;108.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.7;Autres services n.c.a.;Non;1763828
2023-02-01;108.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.7.0;Autres services n.c.a.;Non;1763829
2023-02-01;108.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Autres produits manufacturés;Non;1763840
2023-02-01;129.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.7;Viande séchée, salée ou fumée;Non;1763885
2023-02-01;140.7;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.6;Fruits;Non;1763907
2023-02-01;116.14;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.8.5;Crèmes glacées et sorbets;Non;1763924
2023-02-01;112.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.9.2;Sel, épices et herbes culinaires;Non;1763928
2023-02-01;113.75;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.3.4;Boissons à base de bière;Non;10607374
2023-02-01;112.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.4;Alimentation en eau et services divers liés au logement;Non;1763992
2023-02-01;102.85;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.2;Petits appareils électroménagers;Non;1764041
2023-02-01;101.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.3.9;Autres appareils et matériels thérapeutiques;Non;1764079
2023-02-01;114.59;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.3.1;Transport aérien intérieur;Non;1764123
2023-02-01;105.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.5;Transport combiné de passagers;Non;1764128
2023-02-01;122.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.6;Services de transport divers;Non;1764130
2023-02-01;75.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.3.1;Ordinateurs personnels;Non;1764158
2023-02-01;111.58;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3;Autres articles et matériels de loisirs, de jardinage et animaux de compagnie;Non;1764177
2023-02-01;106.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.1;Livres;Non;1764207
2023-02-01;115.26;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;10.4.0;Enseignement supérieur;Non;1764228
2023-02-01;106.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.2.;Autres effets personnels;Non;1764258
2023-02-01;139.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Supercarburant sans plomb indice d'octane 95;Non;1764285
2023-02-01;115.18;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble hors tabac;Non;1764305
2023-02-01;3.7;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Autres services;Non;1768575
2023-02-01;1.0;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés y compris énergie;Non;1768635
2023-02-01;0.9;A;Indice d'inflation sous-jacente;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble;Non;1768651
2023-02-01;123.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Alimentation;Non;1769693
2023-02-01;88.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Produits manufacturés : Produits de santé;Non;1769698
2023-02-01;111.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Produits manufacturés y compris énergie;Non;1769732
2023-02-01;112.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Ensemble hors tabac;Non;1769735
2023-02-01;98.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Produits manufacturés : Habillement et Chaussures;Non;1769745
